<br>カレンダーの<span>●</span>の日,,詳しくは<a href="https://happymenkyo.com/ask">オペレーター</a>までお問い合わせください,,,,
企画名,タイトル,注釈,対象入校日,金額,金額追加情報,備考
限定割,ホテルレギュラー（AT車）,,,195000,15000,30歳までの方に限る<br/>ＭＴ車　税込16200円ＵＰ<br/>ホテルツインは税込5400円ＵＰ<br/>ホテルシングルは税込8100円ＵＰ<br>カレンダーの<span>●</span>の日
,,,,,,
春特,レギュラー（AT車）,,,205000,15000,30歳までの方に限る<br/>ＭＴ車　税込16200円ＵＰ<br/>ホテル（ツイン・シングル）は税込10800円ＵＰ<br>カレンダーの<span>●</span>の日
ゴールド,レギュラー（AT車）,,,228500,15000,30歳までの方に限る<br/>ＭＴ車　税込16200円ＵＰ<br/>ホテル（ツイン・シングル）は税込10800円ＵＰ<br>カレンダーの<span>●</span>の日
,,,,,,
年末一時帰宅,,,,,,年末一時帰宅交通費は最大で往復10000円までとなります
,,,,,,
ツイン特別,,,,200000,15000,30歳までの方に限る。<br/>※同性2人でのお申込み<br/>※対象期間：10/1～1/19　3/24～5/31
,,,,,,
オフシーズン一時帰宅コース,,,,,,2週間連続でお休みがとれない方。　<br/>※対象期間は基本、オフシーズン（料金表の青色期間）。ご相談可能。<br/>※出発地によって交通費支給額が異なります。お尋ねください。
,,,,,,
グループユース,,,,,,10/1～1/31、4/15～5/31入校
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
